case,c,n1,m1,p1_start_threshold,p1_conf_threshold,questions,turns,tps,accept_len,cache_hit_rate,p1_hit_rate,p1_accept_len,p2_hit_rate,p2_accept_len,target_step_ms,target_verify_ms
original_seed42,2,14,12,0.0,0.0,480,560,63.94465221981197,4.490313719032179,0.7903767344725925,0.61642278570739,4.36724700195139,0.1739539487652025,2.2035219334057863,71.02760229564346,62.9504960324606
