proc,label,mean_ms,mult_per_step,ms_per_step
draft,phase1_replay,4.193147288359259,4,16.772589153437035
draft,phase2_replay,4.19206272874631,4,16.76825091498524
draft,glue,4.647300290085954,1,4.647300290085954
draft,draft_glue_replay,3.56345179698025,1,3.56345179698025
draft,hit_cache_respond,3.433077940883928,1,3.433077940883928
draft,phase2_build,1.765410049005085,1,1.765410049005085
draft,phase1_prep,0.5143643697139614,1,0.5143643697139614
draft,phase2_prep,0.46762372253525986,1,0.46762372253525986
draft,draft_recv_cmd,0.22435657904644288,1,0.22435657904644288
draft,phase1_build,0.20887862666915982,1,0.20887862666915982
draft,draft_send_response,0.1878450870769326,1,0.1878450870769326
draft,proxy_wait,0.0459182816114943,1,0.0459182816114943
draft,merge_cache,0.04238843762390001,1,0.04238843762390001
target,graph_pre,25.67766592604633,1,25.67766592604633
target,graph_post,15.24480556138341,1,15.24480556138341
target,target_spec_wait,14.067346205418731,1,14.067346205418731
target,verify_sample_accept,2.129417034514846,1,2.129417034514846
target,proxy_compute_send,0.6669169133130477,1,0.6669169133130477
target,exit_logits,0.4265854744586433,1,0.4265854744586433
target,final_logits,0.368157492624534,1,0.368157492624534
target,verify_setup,0.23035809108267646,1,0.23035809108267646
target,target_postprocess,0.03473012300226027,1,0.03473012300226027
