status,n,draft_recv_cmd_mean_ms,draft_recv_cmd_median_ms,glue_mean_ms,glue_median_ms,draft_glue_replay_mean_ms,draft_glue_replay_median_ms,phase1_build_mean_ms,phase1_build_median_ms,phase1_prep_mean_ms,phase1_prep_median_ms,phase1_replay_mean_ms,phase1_replay_median_ms,proxy_wait_mean_ms,proxy_wait_median_ms,phase2_build_mean_ms,phase2_build_median_ms,phase2_prep_mean_ms,phase2_prep_median_ms,phase2_replay_mean_ms,phase2_replay_median_ms,tree_prep_mean_ms,tree_prep_median_ms,tree_replay_mean_ms,tree_replay_median_ms,merge_cache_mean_ms,merge_cache_median_ms,hit_cache_respond_mean_ms,hit_cache_respond_median_ms,draft_send_response_mean_ms,draft_send_response_median_ms
hit,16476,15.63856962968874,15.626352310180664,2.154241022495831,2.0971519947052,1.6453905071657124,1.644544005393982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6037872438442253,2.5948800072073936,25.36075246620595,25.6173597574234,0.0,0.0,0.6839897413115156,0.6901760101318359,0.18772213419473815,0.18636800348758698
miss,8967,15.54211457261968,15.011648178100586,2.0839799950058224,2.0848639011383057,1.6366980089263345,1.6373759508132935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609158408085784,2.6000000312924385,25.152287176943044,25.59180760383606,0.0,0.0,13.183657452721679,13.114368438720703,0.1874526770395141,0.18432000279426575
