proc,label,mean_ms,mult_per_step,ms_per_step
draft,proxy_wait,14.73093628693449,1,14.73093628693449
draft,phase2_replay,2.3123293490428387,4,9.249317396171355
draft,draft_recv_cmd,8.372654383515549,1,8.372654383515549
draft,phase1_replay,1.8059411755242145,4,7.223764702096858
draft,glue,2.4670190893836903,1,2.4670190893836903
draft,draft_glue_replay,1.5927257465114306,1,1.5927257465114306
draft,hit_cache_respond,1.3951763025598916,1,1.3951763025598916
draft,phase2_build,1.395129516090786,1,1.395129516090786
draft,phase1_prep,0.4388462859474115,1,0.4388462859474115
draft,phase2_prep,0.4295839725529324,1,0.4295839725529324
draft,draft_send_response,0.1601558759247135,1,0.1601558759247135
draft,phase1_build,0.1432158750810154,1,0.1432158750810154
draft,merge_cache,0.037247609617440766,1,0.037247609617440766
target,graph_pre,20.211785777329915,1,20.211785777329915
target,graph_post,13.09762466207735,1,13.09762466207735
target,verify_sample_accept,4.102869229361113,1,4.102869229361113
target,target_spec_wait,2.6534712846664728,1,2.6534712846664728
target,proxy_compute_send,2.051430960465432,1,2.051430960465432
target,exit_logits,1.1089989659133719,1,1.1089989659133719
target,verify_setup,0.35523639068631074,1,0.35523639068631074
target,final_logits,0.3291043710889799,1,0.3291043710889799
target,target_postprocess,0.04362269595383411,1,0.04362269595383411
