arm,requests,verify_steps,decode_tps,wall_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_hit_steps,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_hit_steps,p2_accept_len,target_step_ms,target_verify_ms,completion_tokens
p1_backbone_s123_o1024,7,1033,68.88464699053665,67.45442881694838,4.913843175217812,0.7928363988383349,0.6776379477250726,700.0,4.805714285714286,3.256534365924492,0.11519845111326234,119.0,2.302521008403361,72.08477375492387,63.575150086954665,5068
