proc,label,mean,median,p95,n
draft,draft_glue_replay,1.583,1.597,1.61,1315
draft,draft_recv_cmd,5.222,4.679,6.304,1317
draft,draft_send_response,0.155,0.18,0.2,1315
draft,glue,2.466,2.471,2.506,1315
draft,hit_cache_respond,2.655,0.635,9.51,1315
draft,merge_cache,0.043,0.042,0.049,1315
draft,phase1_build,0.15,0.151,0.164,1315
draft,phase1_prep,0.391,0.126,1.462,6595
draft,phase1_replay,2.111,2.131,2.341,6595
draft,phase2_build,1.389,1.374,1.607,1315
draft,phase2_prep,0.373,0.109,1.435,6595
draft,phase2_replay,2.22,2.254,2.48,6595
draft,proxy_wait,11.138,11.113,12.691,1315
target,exit_logits,1.136,1.1,1.394,1315
target,final_logits,0.344,0.344,0.354,1315
target,graph_post,14.381,14.369,14.456,1315
target,graph_pre,22.327,22.275,22.904,1315
target,proxy_compute_send,2.399,2.427,3.137,1315
target,target_postprocess,0.042,0.04,0.06,1315
target,target_spec_wait,3.833,1.865,10.546,1315
target,verify_sample_accept,4.003,3.997,4.947,1315
target,verify_setup,0.334,0.339,0.426,1315
