proc,label,mean_ms,mult_per_step,ms_per_step
draft,tree_replay,4.593505662196142,4,18.374022648784567
draft,draft_recv_cmd,9.382828579420313,1,9.382828579420313
draft,hit_cache_respond,7.8835574266159245,1,7.8835574266159245
draft,glue,4.0179482707361975,1,4.0179482707361975
draft,draft_glue_replay,3.497802596101579,1,3.497802596101579
draft,tree_prep,0.4422158961281657,1,0.4422158961281657
draft,draft_send_response,0.1565084080150578,1,0.1565084080150578
target,verify_replay,41.78323212922732,1,41.78323212922732
target,target_spec_wait,8.983435662776884,1,8.983435662776884
target,verify_sample_accept,2.2333692118654347,1,2.2333692118654347
target,target_postprocess,0.03716958221217288,1,0.03716958221217288
