proc,label,mean_ms,mult_per_step,ms_per_step
draft,proxy_wait,12.388404513308398,1,12.388404513308398
draft,phase2_replay,2.2938892791800436,4,9.175557116720174
draft,phase1_replay,2.180393207156246,4,8.721572828624984
draft,draft_recv_cmd,4.888876802949973,1,4.888876802949973
draft,glue,2.4469234762499004,1,2.4469234762499004
draft,hit_cache_respond,2.20553533225605,1,2.20553533225605
draft,draft_glue_replay,1.590408137689524,1,1.590408137689524
draft,phase2_build,1.3524503314910477,1,1.3524503314910477
draft,phase1_prep,0.39602681271470414,1,0.39602681271470414
draft,phase2_prep,0.36216944819885416,1,0.36216944819885416
draft,draft_send_response,0.1517873994486846,1,0.1517873994486846
draft,phase1_build,0.14783112971818738,1,0.14783112971818738
draft,merge_cache,0.04276968048276829,1,0.04276968048276829
target,graph_pre,22.11845281827928,1,22.11845281827928
target,graph_post,14.311163622011565,1,14.311163622011565
target,verify_sample_accept,4.397272467346744,1,4.397272467346744
target,proxy_compute_send,3.940994185910736,1,3.940994185910736
target,target_spec_wait,3.4747178110145254,1,3.4747178110145254
target,exit_logits,1.189208927160811,1,1.189208927160811
target,verify_setup,0.35244284962878897,1,0.35244284962878897
target,final_logits,0.3407147588579377,1,0.3407147588579377
target,target_postprocess,0.045274214370128435,1,0.045274214370128435
