proc,label,mean_ms,mult_per_step,ms_per_step
draft,tree_replay,3.5583089598882145,4,14.233235839552858
draft,hit_cache_respond,5.059963628200972,1,5.059963628200972
draft,glue,2.0642157362719082,1,2.0642157362719082
draft,draft_glue_replay,1.616436038766053,1,1.616436038766053
draft,tree_prep,0.34758664143258095,1,0.34758664143258095
draft,draft_recv_cmd,0.3121696199969908,1,0.3121696199969908
draft,draft_send_response,0.14363290970090872,1,0.14363290970090872
target,verify_replay,22.47495505244117,1,22.47495505244117
target,target_spec_wait,7.323864131806453,1,7.323864131806453
target,verify_sample_accept,5.233796222823463,1,5.233796222823463
target,target_postprocess,0.08686136673437594,1,0.08686136673437594
