proc,label,mean_ms,mult_per_step,ms_per_step
draft,proxy_wait,13.891890025137313,1,13.891890025137313
draft,phase2_replay,2.3739504219498837,4,9.495801687799535
draft,phase1_replay,2.2624228935083965,4,9.049691574033586
draft,glue,2.4837809224989,1,2.4837809224989
draft,draft_recv_cmd,2.2261095418576766,1,2.2261095418576766
draft,hit_cache_respond,1.6170269229509395,1,1.6170269229509395
draft,draft_glue_replay,1.6067868920329995,1,1.6067868920329995
draft,phase2_build,1.4099499220927973,1,1.4099499220927973
draft,phase1_prep,0.414421265197835,1,0.414421265197835
draft,phase2_prep,0.3993483663151693,1,0.3993483663151693
draft,draft_send_response,0.16694370968236838,1,0.16694370968236838
draft,phase1_build,0.1452455135815757,1,0.1452455135815757
draft,merge_cache,0.036560161497936235,1,0.036560161497936235
target,graph_pre,23.99861373817468,1,23.99861373817468
target,graph_post,10.856058665825298,1,10.856058665825298
target,verify_sample_accept,3.290202647858214,1,3.290202647858214
target,target_spec_wait,2.7654997315565035,1,2.7654997315565035
target,exit_logits,1.4975481535293544,1,1.4975481535293544
target,proxy_compute_send,1.3335615910786816,1,1.3335615910786816
target,final_logits,0.3385380819633635,1,0.3385380819633635
target,verify_setup,0.2962778571240536,1,0.2962778571240536
target,target_postprocess,0.04906494443239351,1,0.04906494443239351
