status,n,verify_setup_mean_ms,verify_setup_median_ms,graph_pre_mean_ms,graph_pre_median_ms,exit_logits_mean_ms,exit_logits_median_ms,proxy_compute_send_mean_ms,proxy_compute_send_median_ms,graph_post_mean_ms,graph_post_median_ms,verify_replay_mean_ms,verify_replay_median_ms,final_logits_mean_ms,final_logits_median_ms,verify_sample_accept_mean_ms,verify_sample_accept_median_ms,target_postprocess_mean_ms,target_postprocess_median_ms
hit_k1,11975,0.2215193412336278,0.22015999257564545,10.422769156517713,10.430463790893555,0.3633078459658055,0.3635199964046478,0.29435070110014433,0.25088000297546387,7.134130788217756,7.138304233551025,0.0,0.0,0.3594619659018666,0.35942399501800537,2.0235760766230446,2.0216639041900635,0.053560541774883154,0.07241600006818771
hit_k2,11204,0.22193236104141215,0.22118400037288666,10.393521656950897,10.423295974731445,0.3634036529845146,0.3635199964046478,0.27398534783191103,0.25088000297546387,7.114138372112112,7.132160186767578,0.0,0.0,0.35953449654721736,0.35942399501800537,2.0268685950397893,2.0245120525360107,0.0500262534634537,0.026528000831604004
miss,5067,0.22236697668974653,0.22118400037288666,10.386313813147236,10.417152404785156,0.3630952027532413,0.3635199964046478,0.32501784154642777,0.24985599517822266,7.104089229893162,7.126016139984131,0.0,0.0,0.35888805039681365,0.35839998722076416,2.041773874401599,2.0272960662841797,0.048503903697096125,0.025536000728607178
