arm,requests,verify_steps,decode_tps,wall_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_hit_steps,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_hit_steps,p2_accept_len,target_step_ms,target_verify_ms,completion_tokens
p1_backbone_s123_o1024,480,62667,64.44360537077829,63.06089614005204,4.500726059967766,0.8256498635645555,0.6332838655113536,39686.0,4.49007206571587,2.8434901942010944,0.19236599805320184,12055.0,1.849191206968063,70.47557826056497,62.62981043625775,281504
