run_name,model,mode,total_tokens,wall_time_s,total_tps,decode_tps,prefill_tps,avg_tokens_per_step,accept_fraction,cache_hit_rate,tokens_per_step_on_hit,tokens_per_step_on_miss,target_full_step_ms,target_verify_ms,draft_step_ms,prof_target_verify_replay_ms,prof_target_sample_accept_ms,prof_target_spec_wait_ms,prof_target_proxy_compute_ms,prof_target_proxy_pack_ms,prof_target_proxy_send_ms,prof_draft_glue_ms,prof_draft_recv_cmd_ms,prof_draft_cache_respond_ms,run_dir,decode_total_time_s,decode_total_tokens,mesa_draft_fan_out,mesa_exit_layer,mesa_phase1_k,mesa_phase2_k,mesa_proxy_fan_out,mesa_proxy_top_k,p1_acceptance_ratio,p1_avg_accepted_len,p1_hit,p2_acceptance_ratio,p2_avg_accepted_len,p2_hit,prefill_total_time_s,prefill_total_tokens,prof_draft_glue_replay_ms,prof_draft_phase1_build_ms,prof_draft_phase1_prep_ms,prof_draft_phase1_replay_ms,prof_draft_phase2_build_ms,prof_draft_phase2_prep_ms,prof_draft_phase2_replay_ms,prof_draft_proxy_wait_ms,prof_draft_send_response_ms,timeline_hit_k1_pair_idx,timeline_hit_k2_pair_idx,timeline_miss_pair_idx
on,Llama-3.1-8B-Instruct,CUDA Graphs + Speculative(k=5) + Async + JIT,1024,9.88,103.67,119.12,836.43,3.81,0.94,0.96,3.88,2.42,36.43,17.25,28.46,,0.7637103447207698,14.253249171928124,,,,5.003821508972733,3.8122804943499538,1.5004254798094432,ssd/experiments/proxy_async_overlap/phase_b/on,8.647092,1030,2,21,3,2,1,8,0.979,2.94,0.933,0.25,0.5,0.022,1.224247,1024,3.394374155115198,0.24177398361541608,0.41196152162220745,4.186980510052339,0.8685112920072343,0.47227448866599137,3.917654299294507,0.0026472296858965245,0.3083908749951257,,,
