proc,label,mean_ms,mult_per_step,ms_per_step
draft,phase2_replay,4.224588700843164,4,16.898354803372655
draft,phase1_replay,3.843987369582155,4,15.37594947832862
draft,hit_cache_respond,5.00154026273498,1,5.00154026273498
draft,glue,4.604119965080032,1,4.604119965080032
draft,draft_glue_replay,3.547856182890727,1,3.547856182890727
draft,phase2_build,1.6813465602953632,1,1.6813465602953632
draft,phase1_prep,0.4654249495857754,1,0.4654249495857754
draft,phase2_prep,0.4436773542504941,1,0.4436773542504941
draft,draft_recv_cmd,0.2428716246955575,1,0.2428716246955575
draft,phase1_build,0.1868525907520513,1,0.1868525907520513
draft,draft_send_response,0.17868891913247736,1,0.17868891913247736
draft,proxy_wait,0.047269994867300345,1,0.047269994867300345
draft,merge_cache,0.04394892749341583,1,0.04394892749341583
target,graph_pre,22.58460914740885,1,22.58460914740885
target,target_spec_wait,21.756760317598072,1,21.756760317598072
target,graph_post,18.971320737537585,1,18.971320737537585
target,verify_sample_accept,2.256666090255393,1,2.256666090255393
target,proxy_compute_send,0.7500246425073845,1,0.7500246425073845
target,exit_logits,0.4378918870566483,1,0.4378918870566483
target,final_logits,0.38984927421897875,1,0.38984927421897875
target,verify_setup,0.229558420800849,1,0.229558420800849
target,target_postprocess,0.03816150134233268,1,0.03816150134233268
