arm,requests,verify_steps,decode_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_accept_len,target_step_ms,completion_tokens
u1_tree_c3_s42_o128,7,293,41.09064509851254,2.8600682593856654,0.7030716723549488,0.35494880546075086,2.4326923076923075,0.863481228668942,0.34812286689419797,1.5490196078431373,72.15311205917698,830
