status,n,draft_recv_cmd_mean_ms,draft_recv_cmd_median_ms,glue_mean_ms,glue_median_ms,draft_glue_replay_mean_ms,draft_glue_replay_median_ms,phase1_build_mean_ms,phase1_build_median_ms,phase1_prep_mean_ms,phase1_prep_median_ms,phase1_replay_mean_ms,phase1_replay_median_ms,proxy_wait_mean_ms,proxy_wait_median_ms,phase2_build_mean_ms,phase2_build_median_ms,phase2_prep_mean_ms,phase2_prep_median_ms,phase2_replay_mean_ms,phase2_replay_median_ms,tree_prep_mean_ms,tree_prep_median_ms,tree_replay_mean_ms,tree_replay_median_ms,merge_cache_mean_ms,merge_cache_median_ms,hit_cache_respond_mean_ms,hit_cache_respond_median_ms,draft_send_response_mean_ms,draft_send_response_median_ms
hit_k1,11974,4.5488764207597985,2.817744016647339,1.4610221455546,1.4561280012130737,0.7090187473967734,0.7045120000839233,0.14141393747446393,0.14028799533843994,2.4767581366266387,2.4750080183148384,4.831742964937589,4.866047978401184,2.295314558440915,2.2722558975219727,0.8008221352420946,0.7997440099716187,2.1175074986870808,2.1176319643855095,4.2664079843298985,4.292608022689819,0.0,0.0,0.0,0.0,0.10830095551157606,0.1085439994931221,0.858761399944537,0.8581119775772095,0.2195967852531699,0.2181120067834854
hit_k2,11066,3.639699978239534,2.800895929336548,1.4615300482486744,1.4581760168075562,0.7091884788683908,0.7055360078811646,0.14075956097858713,0.14028799533843994,2.4746960603406314,2.4739840291440487,4.803017298540327,4.856831908226013,2.2944823337713625,2.2507519721984863,0.8017805571606076,0.8007680177688599,2.1160634912539678,2.114560030400753,4.244193713611792,4.277248024940491,0.0,0.0,0.0,0.0,0.1074405110397553,0.10751999914646149,0.8585832332769743,0.8581119775772095,0.21956736984540343,0.2181120067834854
miss,5190,3.5105991994484773,2.7923519611358643,1.4685089309321204,1.4479360580444336,0.7006480263721966,0.6983680129051208,0.14147339277184767,0.14028799533843994,2.481086887594363,2.4791040048003197,4.798509760686199,4.853760004043579,2.324186021421932,2.2773759365081787,0.8096156172325156,0.7997440099716187,2.116348123088163,2.1166079565882683,4.237496106541915,4.277247965335846,0.0,0.0,0.0,0.0,0.10809553083254882,0.10751999914646149,6.325717383864298,6.110208034515381,0.22306677756224524,0.21913599967956543
