proc,label,mean_ms,mult_per_step,ms_per_step
draft,phase2_replay,3.400809644481128,4,13.603238577924513
draft,phase1_replay,3.348942881541976,4,13.395771526167904
draft,proxy_wait,4.361094157180594,1,4.361094157180594
draft,glue,2.4737659619998773,1,2.4737659619998773
draft,hit_cache_respond,2.0937775550219055,1,2.0937775550219055
draft,draft_glue_replay,1.5949227522228406,1,1.5949227522228406
draft,phase2_build,1.372175432709913,1,1.372175432709913
draft,phase1_prep,0.3885674921945881,1,0.3885674921945881
draft,phase2_prep,0.36873183113831665,1,0.36873183113831665
draft,draft_recv_cmd,0.3164196871543081,1,0.3164196871543081
draft,phase1_build,0.15988724604239385,1,0.15988724604239385
draft,draft_send_response,0.1556629369414911,1,0.1556629369414911
draft,merge_cache,0.05206200027166989,1,0.05206200027166989
target,graph_pre,22.608951767731796,1,22.608951767731796
target,graph_post,14.342273683359675,1,14.342273683359675
target,target_spec_wait,5.28247897505591,1,5.28247897505591
target,verify_sample_accept,3.673711468626075,1,3.673711468626075
target,proxy_compute_send,1.6697073693944033,1,1.6697073693944033
target,exit_logits,1.0884131060090891,1,1.0884131060090891
target,final_logits,0.3411059093938395,1,0.3411059093938395
target,verify_setup,0.3126212353398068,1,0.3126212353398068
target,target_postprocess,0.039642144283377125,1,0.039642144283377125
