arm,requests,verify_steps,decode_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_accept_len,target_step_ms,completion_tokens
u1_backbone_s123_o128,7,236,46.25565766887405,3.152542372881356,0.6864406779661016,0.3601694915254237,2.9647058823529413,1.0677966101694916,0.326271186440678,1.9090909090909092,71.29721323134922,738
