arm,requests,verify_steps,decode_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_accept_len,target_step_ms,completion_tokens
u1_backbone_s42_o128,7,246,52.27197371765679,3.5365853658536586,0.7276422764227642,0.42276422764227645,3.423076923076923,1.4471544715447155,0.3048780487804878,2.1466666666666665,70.5774759460894,855
