contrast,questions,mean_difference,ci95_low,ci95_high,fraction_questions_below_zero,arm
P2 - P1,30,-0.5764465789500125,-1.0547549947380874,-0.12248071738518151,0.7333333333333333,chain
Miss (fresh JIT) - P1,30,-1.2389027194277824,-1.878057250872969,-0.6664036089685605,0.7666666666666667,chain
P2 - Miss (fresh JIT),30,0.66245614047777,0.08895259833490836,1.3387481483181003,0.3333333333333333,chain
