source,contrast,questions,mean_difference,ci95_low,ci95_high,fraction_questions_above_zero
Miss (fresh JIT),tree - chain,30,0.021633896294156286,-0.8744768413537581,0.9168603521893949,0.5333333333333333
P1,tree - chain,30,0.5722403720566078,-0.17618553328742786,1.315564448144126,0.6333333333333333
P2,tree - chain,29,-0.15696702558222417,-1.0431089145243413,0.6646495410984146,0.6206896551724138
