arm,requests,verify_steps,decode_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_accept_len,target_step_ms,completion_tokens
u1_backbone_s42_o128,7,259,44.10058886768257,2.988416988416988,0.5637065637065637,0.28957528957528955,2.8933333333333335,0.8378378378378378,0.27413127413127414,2.1690140845070425,70.69014255756696,769
