arm,requests,verify_steps,decode_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_accept_len,target_step_ms,completion_tokens
u1_backbone_s123_o128,7,259,52.146417362314054,3.498069498069498,0.7992277992277992,0.4980694980694981,3.0155038759689923,1.501930501930502,0.30115830115830117,1.9102564102564104,70.21971809710043,896
