proc,label,mean_ms,mult_per_step,ms_per_step
draft,tree_replay,4.64476528839888,4,18.57906115359552
draft,hit_cache_respond,9.446554367553688,1,9.446554367553688
draft,glue,3.9432958338858275,1,3.9432958338858275
draft,draft_glue_replay,3.4977564372494876,1,3.4977564372494876
draft,tree_prep,0.3573527577869137,1,0.3573527577869137
draft,draft_recv_cmd,0.1561937463510422,1,0.1561937463510422
draft,draft_send_response,0.14274163031261422,1,0.14274163031261422
target,verify_replay,22.89993574374523,1,22.89993574374523
target,target_spec_wait,22.294324514297223,1,22.294324514297223
target,verify_sample_accept,4.177338919603931,1,4.177338919603931
target,target_postprocess,0.07489797169864085,1,0.07489797169864085
