arm,requests,verify_steps,decode_tps,wall_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_hit_steps,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_hit_steps,p2_accept_len,target_step_ms,target_verify_ms,completion_tokens
p2_only_s123_o1024,7,732,62.74354235289691,60.83417175044805,4.211748633879782,0.7991803278688525,0.6325136612021858,463.0,4.004319654427646,2.5327868852459017,0.16666666666666666,122.0,1.9672131147540983,68.18317510988292,61.52392319617335,3073
