arm,requests,verify_steps,decode_tps,wall_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_hit_steps,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_hit_steps,p2_accept_len,target_step_ms,target_verify_ms,completion_tokens
p1_backbone_s42_o1024,21,2666,74.1981011303629,72.35412728871684,5.2314328582145535,0.8600900225056264,0.7164291072768192,1910.0,5.181675392670157,3.712303075768942,0.1436609152288072,383.0,2.0026109660574414,71.36601807955904,63.51065010228264,13919
p1_dynamic_s42_o1024,21,2558,60.03894050628271,58.42050230800938,4.215402658326818,0.836591086786552,0.6669272869429241,1706.0,3.8944900351699885,2.5973416731821737,0.16966379984362784,434.0,1.900921658986175,71.10388393906948,62.82952465633064,10757
p2_only_s42_o1024,21,2439,66.20375987766927,64.47130900173221,4.391553915539156,0.8532185321853218,0.6929069290692907,1690.0,4.023076923076923,2.787617876178762,0.16031160311603115,391.0,2.084398976982097,67.09246409717919,61.63696104754851,10695
