proc,label,mean_ms,mult_per_step,ms_per_step
draft,phase2_replay,4.608286939270481,4,18.433147757081922
draft,phase1_replay,3.8434785439201513,4,15.373914175680605
draft,proxy_wait,6.115144149246694,1,6.115144149246694
draft,glue,4.370935096621264,1,4.370935096621264
draft,phase2_build,1.3520762030250426,1,1.3520762030250426
draft,phase1_prep,0.4070885973169161,1,0.4070885973169161
draft,phase2_prep,0.38368265399828605,1,0.38368265399828605
draft,phase1_build,0.18349837731095595,1,0.18349837731095595
draft,merge_cache,0.03708419322231286,1,0.03708419322231286
target,graph_pre,26.47454515163817,1,26.47454515163817
target,target_spec_wait,12.230419621504092,1,12.230419621504092
target,graph_post,11.127570701126597,1,11.127570701126597
target,verify_sample_accept,2.03579265688058,1,2.03579265688058
target,proxy_compute_send,0.6309992046761032,1,0.6309992046761032
target,exit_logits,0.3885834155475919,1,0.3885834155475919
target,final_logits,0.3683720656625911,1,0.3683720656625911
target,verify_setup,0.22659117431381798,1,0.22659117431381798
target,target_postprocess,0.04365372304041807,1,0.04365372304041807
