arm,requests,verify_steps,decode_tps,wall_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_hit_steps,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_hit_steps,p2_accept_len,target_step_ms,target_verify_ms,completion_tokens
p2_only_s42_o1024,21,2255,76.81408012256503,74.59687787849789,5.147228381374723,0.858980044345898,0.7130820399113083,1608.0,5.023009950248756,3.581818181818182,0.1458980044345898,329.0,2.082066869300912,68.00619950204803,62.11601044193319,11581
