arm,source,events,questions,event_pooled_al,question_mean_al,ci95_low,ci95_high,p_al_eq_1,p_al_ge_3,p_al_ge_5,mean_valid_k
chain,Miss (fresh JIT),1855,120,3.3024258760107816,3.3813496289829676,3.120200997130279,3.6534225847501847,0.33045822102425876,0.4803234501347709,0.2501347708894879,8.0
chain,P1,7190,116,4.766063977746871,4.80643197320521,4.569247371362723,5.065380199145868,0.21627260083449235,0.63894297635605,0.452990264255911,8.0
chain,P2,2160,110,3.611574074074074,4.030671110544907,3.758789442075444,4.319620700849724,0.29259259259259257,0.513425925925926,0.2972222222222222,8.0
