arm,source,question_mean_fresh_al,ci95_low,ci95_high,question_mean_first_nll,nll_ci95_low,nll_ci95_high,question_mean_first_rank,rank_ci95_low,rank_ci95_high,events
chain,P1,4.34336158539301,4.061920148307018,4.643981211579961,1.1144076679239046,1.015367804337349,1.2115723928178257,6.969756124372915,5.400028287540417,8.786044767626418,7086
chain,P2,3.5136723880627745,3.242522738395414,3.808113415279186,1.3609592668204313,1.240926935280486,1.4869907777108586,6.911640000689756,5.408119484032029,8.652697625102665,2146
chain,Miss (fresh JIT),2.8143911956993284,2.5929506859310227,3.0560914818499127,2.023218257001677,1.8487989848503696,2.2101132674181234,22.48748440616922,13.261048942299892,33.55406935849121,1833
