contrast,questions,mean_difference,ci95_low,ci95_high,fraction_questions_below_zero,arm
P2 - P1,30,-0.5764465789500125,-1.0397215336540415,-0.1323017796428456,0.7333333333333333,chain
Miss (fresh JIT) - P1,30,-1.2389027194277824,-1.8677461934101354,-0.6538552041546553,0.7666666666666667,chain
P2 - Miss (fresh JIT),30,0.66245614047777,0.0937073437127896,1.319983539700421,0.3333333333333333,chain
P2 - P1,29,-1.1512526575544118,-1.7770138610783983,-0.5151488626403744,0.7931034482758621,tree
Miss (fresh JIT) - P1,29,-2.1957363796742526,-2.813838532058541,-1.613302448027833,0.9310344827586207,tree
P2 - Miss (fresh JIT),29,1.0444837221198404,0.22238881483193687,1.9578536888417881,0.3448275862068966,tree
