source,contrast,questions,mean_difference,ci95_low,ci95_high,fraction_questions_above_zero
Miss (fresh JIT),tree - chain,30,-0.36386454121409206,-1.0202420906208767,0.24530594208700393,0.4666666666666667
P1,tree - chain,29,0.6066667996998993,-0.11956336960167661,1.3773078944629984,0.5862068965517241
P2,tree - chain,29,0.028749683588029176,-1.0975462744405604,1.124260824058382,0.6206896551724138
