arm,source,events,questions,event_pooled_al,question_mean_al,ci95_low,ci95_high,p_al_eq_1,p_al_ge_3,p_al_ge_5,mean_valid_k
chain,Miss (fresh JIT),648,30,3.1496913580246915,3.651906823049309,3.0995890034576425,4.295346240495395,0.3425925925925926,0.4521604938271605,0.2345679012345679,8.0
chain,P1,1993,30,4.610637230306072,4.890809542477092,4.373360026078342,5.443463141019869,0.22378324134470648,0.6221776216758655,0.4315102860010035,8.0
chain,P2,652,30,3.5383435582822087,4.314362963527079,3.701446563802454,4.999575072215116,0.28680981595092025,0.5,0.2852760736196319,8.0
tree,Miss (fresh JIT),466,30,3.5836909871244633,3.288042281835217,2.8349471425346446,3.720741377955067,0.351931330472103,0.51931330472103,0.30472103004291845,8.0
tree,P1,1598,29,5.533166458072591,5.562676671227925,5.082617748500524,6.042085528579746,0.09324155193992491,0.7559449311639549,0.5494367959949937,12.0
tree,P2,471,29,3.798301486199575,4.411424013673513,3.7568198313406227,5.1271656438240845,0.18046709129511676,0.6645435244161358,0.27388535031847133,11.936305732484076
