proc,label,mean_ms,mult_per_step,ms_per_step
draft,phase2_replay,2.404667354935393,4,9.618669419741572
draft,phase1_replay,2.297788907589931,4,9.191155630359724
draft,proxy_wait,7.9146510229944145,1,7.9146510229944145
draft,draft_recv_cmd,7.318714036955654,1,7.318714036955654
draft,hit_cache_respond,2.5189423081429476,1,2.5189423081429476
draft,glue,2.476138408634942,1,2.476138408634942
draft,draft_glue_replay,1.5983259294538108,1,1.5983259294538108
draft,phase2_build,1.4435279994866563,1,1.4435279994866563
draft,phase1_prep,0.3917123534078352,1,0.3917123534078352
draft,phase2_prep,0.37236879533930406,1,0.37236879533930406
draft,draft_send_response,0.15850211399252162,1,0.15850211399252162
draft,phase1_build,0.15533443027450963,1,0.15533443027450963
draft,merge_cache,0.04601330274580053,1,0.04601330274580053
target,graph_pre,19.660638528070464,1,19.660638528070464
target,graph_post,17.078222859918082,1,17.078222859918082
target,verify_sample_accept,4.756326337155232,1,4.756326337155232
target,target_spec_wait,3.8652871668434905,1,3.8652871668434905
target,proxy_compute_send,2.50751190133386,1,2.50751190133386
target,exit_logits,1.2081380699060549,1,1.2081380699060549
target,verify_setup,0.390696457328899,1,0.390696457328899
target,final_logits,0.33282606391567027,1,0.33282606391567027
target,target_postprocess,0.06785284847399353,1,0.06785284847399353
