proc,label,mean_ms,mult_per_step,ms_per_step
draft,draft_recv_cmd,18.39265307722707,1,18.39265307722707
draft,tree_replay,3.4205465501712533,4,13.682186200685013
draft,hit_cache_respond,4.052518127976406,1,4.052518127976406
draft,glue,2.1773060457069002,1,2.1773060457069002
draft,draft_glue_replay,1.6160513164000683,1,1.6160513164000683
draft,tree_prep,0.469800864898858,1,0.469800864898858
draft,draft_send_response,0.15653596587537902,1,0.15653596587537902
target,verify_replay,36.00797429724385,1,36.00797429724385
target,target_spec_wait,5.281674604893285,1,5.281674604893285
target,verify_sample_accept,3.9416294544453363,1,3.9416294544453363
target,target_postprocess,0.041639371900375324,1,0.041639371900375324
