arm,requests,verify_steps,decode_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_accept_len,target_step_ms,completion_tokens
u1_backbone_s42_o128,7,197,53.430618363094894,3.6243654822335025,0.7766497461928934,0.5431472081218274,3.196261682242991,1.7360406091370557,0.233502538071066,2.0434782608695654,70.66291933169553,714
u1_chain_s42_o128,7,268,47.58192196512268,3.1492537313432836,0.6380597014925373,0.3880597014925373,2.6346153846153846,1.0223880597014925,0.25,1.8955223880597014,69.1424401992602,835
u1_degenerate_s42_o128,7,235,57.04908086505058,3.8595744680851065,0.7106382978723405,0.39148936170212767,4.25,1.6638297872340426,0.3191489361702128,2.013333333333333,70.92854366838714,880
u1_hybrid_s42_o128,7,270,43.46659463224696,2.962962962962963,0.7333333333333333,0.3333333333333333,2.511111111111111,0.837037037037037,0.4,1.7777777777777777,70.95615167651471,796
u1_tree_c3_s42_o128,7,293,41.94122193735998,2.8600682593856654,0.7030716723549488,0.35494880546075086,2.4326923076923075,0.863481228668942,0.34812286689419797,1.5490196078431373,71.0065112506209,830
