arm,requests,verify_steps,decode_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_accept_len,target_step_ms,completion_tokens
u1_backbone_s123_o128,7,237,45.131547759040274,3.0464135021097047,0.7257383966244726,0.43037974683544306,2.7058823529411766,1.1645569620253167,0.29535864978902954,1.5142857142857142,70.18941470701404,716
u1_chain_s123_o128,7,251,53.161979872666286,3.4860557768924303,0.7171314741035857,0.3705179282868526,3.6344086021505375,1.346613545816733,0.3466135458167331,2.057471264367816,68.56661874952417,864
u1_degenerate_s123_o128,7,274,49.280819226447576,3.295620437956204,0.7299270072992701,0.4233576642335766,2.836206896551724,1.2007299270072993,0.30656934306569344,1.9523809523809523,69.65444510834277,896
u1_hybrid_s123_o128,7,278,45.43503551748859,3.0467625899280577,0.7877697841726619,0.4064748201438849,2.7079646017699117,1.100719424460432,0.381294964028777,1.6132075471698113,70.10123260335439,836
u1_tree_c3_s123_o128,7,274,43.10430023999919,2.9416058394160585,0.7007299270072993,0.35766423357664234,2.816326530612245,1.0072992700729928,0.34306569343065696,1.425531914893617,70.99915867901402,794
