proc,label,mean_ms,mult_per_step,ms_per_step
draft,phase2_replay,4.18187817433626,4,16.72751269734504
draft,phase1_replay,4.153160172044373,4,16.612640688177493
draft,glue,4.380683572563041,1,4.380683572563041
draft,draft_glue_replay,3.5115199278398945,1,3.5115199278398945
draft,hit_cache_respond,3.2090559853369682,1,3.2090559853369682
draft,phase2_build,1.4210682716289937,1,1.4210682716289937
draft,phase1_prep,0.40118076714633766,1,0.40118076714633766
draft,phase2_prep,0.37229861381671936,1,0.37229861381671936
draft,draft_recv_cmd,0.21587245066702587,1,0.21587245066702587
draft,draft_send_response,0.16136031129477432,1,0.16136031129477432
draft,phase1_build,0.1549157185481176,1,0.1549157185481176
draft,proxy_wait,0.05055163211477972,1,0.05055163211477972
draft,merge_cache,0.04228816006653606,1,0.04228816006653606
target,target_spec_wait,29.273303427636627,1,29.273303427636627
target,graph_pre,13.578917295224093,1,13.578917295224093
target,graph_post,7.727527674526389,1,7.727527674526389
target,verify_sample_accept,2.759871225704948,1,2.759871225704948
target,exit_logits,1.4254625753090377,1,1.4254625753090377
target,proxy_compute_send,0.7915018414351958,1,0.7915018414351958
target,final_logits,0.31211291232325705,1,0.31211291232325705
target,verify_setup,0.23296014962697095,1,0.23296014962697095
target,target_postprocess,0.041645547346831346,1,0.041645547346831346
