proc,label,mean_ms,mult_per_step,ms_per_step
draft,draft_recv_cmd,15.852265484165027,1,15.852265484165027
draft,tree_replay,3.5593502101384695,4,14.237400840553878
draft,hit_cache_respond,4.710227189470603,1,4.710227189470603
draft,glue,2.0758901877280507,1,2.0758901877280507
draft,draft_glue_replay,1.6180929964081259,1,1.6180929964081259
draft,tree_prep,0.36514269579332514,1,0.36514269579332514
draft,draft_send_response,0.15067677407400093,1,0.15067677407400093
target,verify_replay,40.00194870979595,1,40.00194870979595
target,target_spec_wait,6.022313844501915,1,6.022313844501915
target,verify_sample_accept,4.775510854926169,1,4.775510854926169
target,target_postprocess,0.06878820852042054,1,0.06878820852042054
