arm,requests,verify_steps,decode_tps,wall_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_hit_steps,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_hit_steps,p2_accept_len,target_step_ms,target_verify_ms,completion_tokens
p1_backbone_s123_o1024,7,711,75.04628892027749,72.87165459067988,5.40084388185654,0.8255977496483825,0.6722925457102672,478.0,5.523012552301255,3.713080168776371,0.15330520393811534,109.0,2.0458715596330275,73.04092582844528,63.51944386692844,3833
