status,n,verify_setup_mean_ms,verify_setup_median_ms,graph_pre_mean_ms,graph_pre_median_ms,exit_logits_mean_ms,exit_logits_median_ms,proxy_compute_send_mean_ms,proxy_compute_send_median_ms,graph_post_mean_ms,graph_post_median_ms,verify_replay_mean_ms,verify_replay_median_ms,final_logits_mean_ms,final_logits_median_ms,verify_sample_accept_mean_ms,verify_sample_accept_median_ms,target_postprocess_mean_ms,target_postprocess_median_ms
hit_k1,30631,0.26310219962820824,0.2908160090446472,7.919378608405845,7.90937614440918,0.7874426659386218,0.7854080200195312,0.5138295339779516,0.48947200179100037,4.628134933337927,4.626431941986084,0.0,0.0,0.8072550182267652,0.7946239709854126,2.3617717765157584,2.5653440952301025,0.048611539415741506,0.027008000761270523
hit_k2,5757,0.2675861285956386,0.29286399483680725,7.896080206267553,7.8745598793029785,0.787163776067141,0.7854080200195312,0.7121570482630064,0.48844799399375916,4.622161447204648,4.621312141418457,0.0,0.0,0.8597040106195407,0.7946239709854126,2.3980278726333917,2.6019198894500732,0.04242112210244639,0.02611199952661991
miss,6159,0.26622501532207704,0.29286399483680725,7.900905963487682,7.8837761878967285,0.7871419340783385,0.7854080200195312,0.5029585745876961,0.48947200179100037,4.6200758911104325,4.620287895202637,0.0,0.0,0.8433392675961549,0.7946239709854126,2.3930281869853003,2.5956480503082275,0.04107716188008937,0.026016000658273697
