arm,requests,verify_steps,decode_tps,wall_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_hit_steps,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_hit_steps,p2_accept_len,target_step_ms,target_verify_ms,completion_tokens
p1_backbone_s42_o1024,21,2378,69.15460088437844,67.24767409313806,4.8738435660218675,0.8250630782169891,0.6471825063078217,1539.0,4.919428200129954,3.18376787216148,0.17788057190916737,423.0,2.120567375886525,71.3845934763822,62.91512882518989,11561
