arm,source,events,questions,event_pooled_al,question_mean_al,ci95_low,ci95_high,p_al_eq_1,p_al_ge_3,p_al_ge_5,mean_valid_k
chain,Miss (fresh JIT),648,30,3.1496913580246915,3.651906823049309,3.0995890034576425,4.295346240495395,0.3425925925925926,0.4521604938271605,0.2345679012345679,8.0
chain,P1,1993,30,4.610637230306072,4.890809542477092,4.373360026078342,5.443463141019869,0.22378324134470648,0.6221776216758655,0.4315102860010035,8.0
chain,P2,652,30,3.5383435582822087,4.314362963527079,3.701446563802454,4.999575072215116,0.28680981595092025,0.5,0.2852760736196319,8.0
tree,Miss (fresh JIT),588,30,3.2891156462585034,3.7054556364911457,3.1626403068645446,4.295262406236823,0.3401360544217687,0.4608843537414966,0.2585034013605442,8.0
tree,P1,1747,29,5.215798511734402,5.4513957470155665,4.926998595868363,5.98622922165823,0.1327990841442473,0.7109330280480824,0.5163136805953062,12.0
tree,P2,570,27,3.763157894736842,4.0601049477618325,3.687924234733044,4.547692968376247,0.22456140350877193,0.6298245614035087,0.2982456140350877,11.708771929824561
