contrast,questions,mean_difference,ci95_low,ci95_high,fraction_questions_below_zero,arm
P2 - P1,30,-0.5764465789500125,-1.044946921806264,-0.12967612149175878,0.7333333333333333,chain
Miss (fresh JIT) - P1,30,-1.2389027194277824,-1.8811026957192813,-0.6365813718304253,0.7666666666666667,chain
P2 - Miss (fresh JIT),30,0.66245614047777,0.08667727175223239,1.3145736893226982,0.3333333333333333,chain
P2 - P1,27,-1.2405524370798036,-1.7059147523539948,-0.8142945528607506,0.8148148148148148,tree
Miss (fresh JIT) - P1,29,-1.6526485368523125,-2.2756249310001344,-1.0347409344582816,0.896551724137931,tree
P2 - Miss (fresh JIT),27,0.1651542405494478,-0.4637582216307754,0.7603259889136884,0.4444444444444444,tree
