source,contrast,questions,mean_difference,ci95_low,ci95_high,fraction_questions_above_zero
Miss (fresh JIT),tree - chain,30,0.05354881344183673,-0.7848451215771783,0.918915870757758,0.5333333333333333
P1,tree - chain,29,0.6171531168668513,-0.07195178425125355,1.2938547961385385,0.6896551724137931
P2,tree - chain,27,0.10587449446013926,-0.5763340965273602,0.8816451467367328,0.5185185185185185
