proc,label,mean,median,p95,n
draft,draft_glue_replay,1.612,1.617,1.629,13315
draft,draft_recv_cmd,0.571,0.057,1.462,13317
draft,draft_send_response,0.165,0.184,0.209,13315
draft,glue,2.5,2.5,2.545,13315
draft,hit_cache_respond,2.647,0.648,11.34,13315
draft,merge_cache,0.044,0.044,0.045,13315
draft,phase1_build,0.151,0.152,0.165,13315
draft,phase1_prep,0.392,0.134,1.673,79915
draft,phase1_replay,2.328,2.354,2.534,79915
draft,phase2_build,1.406,1.389,1.604,13315
draft,phase2_prep,0.37,0.116,1.654,79915
draft,phase2_replay,1.942,1.968,2.026,79915
draft,proxy_wait,10.352,10.228,12.311,13315
target,exit_logits,1.489,1.442,1.614,13315
target,final_logits,0.346,0.346,0.355,13315
target,graph_post,11.923,11.922,11.981,13315
target,graph_pre,26.321,26.301,26.576,13315
target,proxy_compute_send,1.345,1.117,2.772,13315
target,target_postprocess,0.047,0.033,0.114,13315
target,target_spec_wait,4.172,2.071,12.758,13315
target,verify_sample_accept,3.189,3.15,4.125,13315
target,verify_setup,0.296,0.284,0.392,13315
