arm,requests,verify_steps,decode_tps,wall_tps,tokens_per_step,cache_hit_rate,p1_hit_rate,p1_hit_steps,p1_accept_len,p1_hit_x_accept,p2_hit_rate,p2_hit_steps,p2_accept_len,target_step_ms,target_verify_ms,completion_tokens
p1_backbone_s42_o1024,21,2181,59.67314681470615,57.990070650374705,4.20861989912884,0.7968821641448877,0.6299862448418156,1374.0,4.04075691411936,2.5456212746446583,0.166895919303072,364.0,2.032967032967033,71.49361533610802,62.8562805086762,9174
