status,n,verify_setup_median_ms,verify_setup_mean_ms,graph_pre_median_ms,graph_pre_mean_ms,exit_logits_median_ms,exit_logits_mean_ms,proxy_compute_median_ms,proxy_compute_mean_ms,proxy_pack_median_ms,proxy_pack_mean_ms,proxy_send_median_ms,proxy_send_mean_ms,graph_post_median_ms,graph_post_mean_ms,final_logits_median_ms,final_logits_mean_ms,verify_sample_accept_median_ms,verify_sample_accept_mean_ms,target_postprocess_median_ms,target_postprocess_mean_ms,wait_ms_median_ms,wait_ms_mean_ms
hit_k1,15501,0.27750399708747864,0.2955536659410189,28.717056274414062,28.280037495114943,0.47206398844718933,0.5052079482910194,0.17510400712490082,0.21255659548153946,0.14028799533843994,0.35562846117150854,0.10956799983978271,0.1346261077897241,11.04588794708252,10.85414243505798,0.33587199449539185,0.3364519417789642,3.1589760780334473,3.2124859549354627,0.05852799862623215,0.07246713892647269,2.0422720909118652,2.186782558528341
hit_k2,5609,0.27238398790359497,0.2926542684422561,28.675071716308594,28.055108092986956,0.4628480076789856,0.5112792407155016,0.19251200556755066,0.2097938471239802,0.13926400244235992,0.39693425122344955,0.01945599913597107,0.11474715064604013,11.035648345947266,10.75890839284787,0.33587199449539185,0.3361246669477353,3.173759937286377,3.248331428190501,0.044224001467227936,0.06749959845732806,2.0541439056396484,2.066369860200751
miss,4574,0.26419198513031006,0.28418267398395025,28.74367904663086,28.24589712837663,0.4689919948577881,0.5385212418771905,0.18943999707698822,0.201248460811301,0.13926400244235992,0.2859738272271487,0.01945599913597107,0.11480553394853808,11.0448637008667,10.828601578619473,0.33587199449539185,0.33631706055356364,3.086448073387146,3.147543591472015,0.045504000037908554,0.06867236374243345,14.464512348175049,14.573834349403331
