status,n,verify_replay_median_ms,verify_replay_mean_ms,exit_logits_median_ms,exit_logits_mean_ms,proxy_compute_median_ms,proxy_compute_mean_ms,proxy_pack_median_ms,proxy_pack_mean_ms,proxy_send_median_ms,proxy_send_mean_ms,verify_sample_accept_median_ms,verify_sample_accept_mean_ms,wait_ms_median_ms,wait_ms_mean_ms
hit_k1,15501,0.0,0.0,0.47206398844718933,0.5052079482910194,0.17510400712490082,0.21255659548153946,0.14028799533843994,0.35562846117150854,0.10956799983978271,0.1346261077897241,3.1589760780334473,3.2124859549354627,2.0422720909118652,2.186782558528341
hit_k2,5609,0.0,0.0,0.4628480076789856,0.5112792407155016,0.19251200556755066,0.2097938471239802,0.13926400244235992,0.39693425122344955,0.01945599913597107,0.11474715064604013,3.173759937286377,3.248331428190501,2.0541439056396484,2.066369860200751
miss,4574,0.0,0.0,0.4689919948577881,0.5385212418771905,0.18943999707698822,0.201248460811301,0.13926400244235992,0.2859738272271487,0.01945599913597107,0.11480553394853808,3.086448073387146,3.147543591472015,14.464512348175049,14.573834349403331
