label,n,median_ms,mean_ms
hit_cache_respond_hit_k1,9369,0.8038399815559387,0.8070970054547679
hit_cache_respond_hit_k2,2952,0.8048639893531799,0.8057738645330355
hit_cache_respond_miss,2569,13.25267219543457,13.267060201146714
