status,n,draft_recv_cmd_mean_ms,draft_recv_cmd_median_ms,glue_mean_ms,glue_median_ms,draft_glue_replay_mean_ms,draft_glue_replay_median_ms,phase1_build_mean_ms,phase1_build_median_ms,phase1_prep_mean_ms,phase1_prep_median_ms,phase1_replay_mean_ms,phase1_replay_median_ms,proxy_wait_mean_ms,proxy_wait_median_ms,phase2_build_mean_ms,phase2_build_median_ms,phase2_prep_mean_ms,phase2_prep_median_ms,phase2_replay_mean_ms,phase2_replay_median_ms,tree_prep_mean_ms,tree_prep_median_ms,tree_replay_mean_ms,tree_replay_median_ms,merge_cache_mean_ms,merge_cache_median_ms,hit_cache_respond_mean_ms,hit_cache_respond_median_ms,draft_send_response_mean_ms,draft_send_response_median_ms
hit,25265,9.320596596398685,8.813407897949219,2.664393603256757,2.6654720306396484,2.138568197031812,2.141184091567993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2001644494841766,1.1970559805631638,9.025974522527788,9.25491213798523,0.0,0.0,0.7085133672421129,0.647167980670929,0.21285843011319885,0.21196800470352173
miss,9729,9.175743131420573,8.831007957458496,2.658165169615015,2.6644480228424072,2.1323719889963995,2.140160083770752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2027389248451112,1.1980799958109856,8.838253517314579,9.233407974243164,0.0,0.0,6.7515902613328995,6.756351947784424,0.21645568371254073,0.2099200040102005
