status,n,verify_setup_mean_ms,verify_setup_median_ms,graph_pre_mean_ms,graph_pre_median_ms,exit_logits_mean_ms,exit_logits_median_ms,proxy_compute_send_mean_ms,proxy_compute_send_median_ms,graph_post_mean_ms,graph_post_median_ms,verify_replay_mean_ms,verify_replay_median_ms,final_logits_mean_ms,final_logits_median_ms,verify_sample_accept_mean_ms,verify_sample_accept_median_ms,target_postprocess_mean_ms,target_postprocess_median_ms
hit,25265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.143294392806006,19.146751403808594,0.0,0.0,2.179111458593233,2.1312320232391357,0.0504822741609672,0.02739199995994568
miss,9729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.107743977348587,19.111936569213867,0.0,0.0,2.1569926512793973,2.134687900543213,0.042609810651494315,0.024224000051617622
