status,n,draft_recv_cmd_mean_ms,draft_recv_cmd_median_ms,glue_mean_ms,glue_median_ms,draft_glue_replay_mean_ms,draft_glue_replay_median_ms,phase1_build_mean_ms,phase1_build_median_ms,phase1_prep_mean_ms,phase1_prep_median_ms,phase1_replay_mean_ms,phase1_replay_median_ms,proxy_wait_mean_ms,proxy_wait_median_ms,phase2_build_mean_ms,phase2_build_median_ms,phase2_prep_mean_ms,phase2_prep_median_ms,phase2_replay_mean_ms,phase2_replay_median_ms,tree_prep_mean_ms,tree_prep_median_ms,tree_replay_mean_ms,tree_replay_median_ms,merge_cache_mean_ms,merge_cache_median_ms,hit_cache_respond_mean_ms,hit_cache_respond_median_ms,draft_send_response_mean_ms,draft_send_response_median_ms
hit,18500,2.6293003982059857,1.7645440101623535,1.1379777825394193,1.0373120307922363,0.7260656568069715,0.7229440212249756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9636414136419424,2.9614080414175987,12.50035310813543,12.523519933223724,0.0,0.0,0.640396486246908,0.6379520297050476,0.19151528033130877,0.19046400487422943
miss,6219,2.2291227893367433,1.7285759449005127,1.0358358165289663,1.0332159996032715,0.720557511916669,0.7178239822387695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.962349105980364,2.9603840708732605,12.45650600731459,12.488704085350037,0.0,0.0,7.467062655091765,7.422976016998291,0.19413295345332082,0.19046400487422943
