status,n,verify_setup_mean_ms,verify_setup_median_ms,graph_pre_mean_ms,graph_pre_median_ms,exit_logits_mean_ms,exit_logits_median_ms,proxy_compute_send_mean_ms,proxy_compute_send_median_ms,graph_post_mean_ms,graph_post_median_ms,verify_replay_mean_ms,verify_replay_median_ms,final_logits_mean_ms,final_logits_median_ms,verify_sample_accept_mean_ms,verify_sample_accept_median_ms,target_postprocess_mean_ms,target_postprocess_median_ms
hit,18500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98589532687213,18.00806427001953,0.0,0.0,2.080011623898068,2.0266239643096924,0.05286324236390961,0.06985600292682648
miss,6219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.92376842734936,17.975296020507812,0.0,0.0,2.0420491268328482,2.025376081466675,0.04653708700645936,0.026240000501275063
