subset,group,question_id,turns,reason,uids,prompt_tokens_max,verify_steps,accept_len,hit,p1_hit,p2_hit,p1_al,p2_al,accept_len_delta,p2_hit_delta
postfull_screening,qa,381,1,fixed_random_seed20260815,381_t0,12.0,193.0,5.321243523316062,0.8704663212435233,0.7409326424870466,0.12953367875647667,5.755244755244755,4.52,-0.61118890911637,0.028182327405125315
postfull_screening,qa,400,1,fixed_random_seed20260815,400_t0,12.0,213.0,4.845070422535211,0.9014084507042254,0.6948356807511737,0.20657276995305165,5.425675675675675,3.6818181818181817,0.5767777396083815,-0.037329669071338584
postfull_screening,math_reasoning,404,1,fixed_random_seed20260815,404_t0,105.0,57.0,5.473684210526316,0.9122807017543859,0.7719298245614035,0.14035087719298245,5.886363636363637,4.25,3.205391527599487,-0.17672229353872487
postfull_screening,math_reasoning,405,1,fixed_random_seed20260815,405_t0,115.0,51.0,3.0,0.6862745098039216,0.45098039215686275,0.23529411764705882,3.652173913043478,2.416666666666667,-1.166666666666667,0.01307189542483661
postfull_screening,math_reasoning,434,1,fixed_random_seed20260815,434_t0,108.0,175.0,5.8914285714285715,0.92,0.7485714285714286,0.17142857142857143,6.755725190839694,3.4,-0.05857142857142872,0.07142857142857142
postfull_screening,math_reasoning,443,1,fixed_random_seed20260815,443_t0,87.0,87.0,4.459770114942529,0.8160919540229885,0.6206896551724138,0.19540229885057472,5.574074074074074,2.8823529411764706,1.3764367816091956,0.028735632183908066
postfull_screening,math_reasoning,452,1,fixed_random_seed20260815,452_t0,75.0,11.0,7.0,0.9090909090909091,0.8181818181818182,0.09090909090909091,7.777777777777778,6.0,2.7468879668049793,-0.1165597887589589
postfull_screening,math_reasoning,453,1,fixed_random_seed20260815,453_t0,123.0,70.0,4.357142857142857,0.8571428571428571,0.6428571428571429,0.21428571428571427,4.955555555555556,3.533333333333333,0.9700460829493083,-0.10829493087557604
postfull_screening,math_reasoning,455,1,fixed_random_seed20260815,455_t0,31.0,163.0,6.282208588957055,0.8895705521472392,0.8282208588957055,0.06134969325153374,6.985185185185185,3.2,-0.21779141104294464,-0.048819798273889985
postfull_screening,math_reasoning,463,1,fixed_random_seed20260815,463_t0,62.0,224.0,4.571428571428571,0.8571428571428571,0.6919642857142857,0.16517857142857142,5.225806451612903,3.2972972972972974,-1.878571428571429,0.040178571428571425
