proc,label,mean_ms,mult_per_step,ms_per_step
draft,tree_replay,4.644907086289833,4,18.579628345159332
draft,hit_cache_respond,9.077464082041782,1,9.077464082041782
draft,glue,4.018120842134452,1,4.018120842134452
draft,draft_glue_replay,3.4931706149054316,1,3.4931706149054316
draft,draft_recv_cmd,3.1202839339658643,1,3.1202839339658643
draft,tree_prep,0.43577695472349665,1,0.43577695472349665
draft,draft_send_response,0.16393835514984212,1,0.16393835514984212
target,verify_replay,39.697763724341335,1,39.697763724341335
target,target_spec_wait,10.264585408048633,1,10.264585408048633
target,verify_sample_accept,3.2327422979099607,1,3.2327422979099607
target,target_postprocess,0.04832670798067974,1,0.04832670798067974
