arm,source,events,questions,event_pooled_al,question_mean_al,ci95_low,ci95_high,p_al_eq_1,p_al_ge_3,p_al_ge_5,mean_valid_k
audit_tree,Miss (fresh JIT),59,3,3.2711864406779663,3.212685185185185,2.5625,3.5555555555555554,0.1864406779661017,0.5254237288135594,0.22033898305084745,8.0
audit_tree,P1,98,3,3.6530612244897958,3.655994455994456,3.6,3.692307692307692,0.15306122448979592,0.5918367346938775,0.29591836734693877,12.0
audit_tree,P2,67,3,2.582089552238806,2.5394571621752147,2.2857142857142856,2.8620689655172415,0.3582089552238806,0.43283582089552236,0.13432835820895522,11.328358208955224
